Location,Sample,Date,Study day,ADH_ambient,ADH_internal,ADH_soil,Stage,Gravimetric moisture,pH,EC,DO,CO2 umol gdw soil-1 day-1,CO2 ug C gdw soil-1 day-1,NH4 mg per gdw,NH4 ug per gdw,NO3 mg per gdw,NO3 ug per gdw
grint,gr_int_win3,43794,290,126681,128883,134019,Skeletonization8,0.658719346,6.19,448.5,,11.65150753,139.8180903,0.26318347,263.1834696,0.247923252,247.9232516
gr15,gr_15_win3,43794,290,126681,128883,134019,Skeletonization8,0.574468085,6.87,199.2,,5.953843797,71.44612556,0.031203858,31.20385816,0.070641135,70.64113475
conint,con_int_win1,43839,335,134896,136943,142473,Skeletonization9,0.791608392,7.49,56.91,,4.672223176,56.06667811,0.005527709,5.527709091,0.009689018,9.689018182
con15,con_15_win1,43839,335,134896,136943,142473,Skeletonization9,0.437337493,7.65,42.16,,1.481877278,17.78252733,0.002698362,2.698361588,0.005205078,5.205078176
grint,gr_int_win1,43839,335,134896,136943,142473,Skeletonization9,0.82192846,6.8,69.98,,13.1839742,158.2076904,0.018607963,18.60796267,0.039037854,39.03785381
gr15,gr_15_win1,43839,335,134896,136943,142473,Skeletonization9,0.451456311,6.89,52.34,,4.457141304,53.48569565,0.006665087,6.665087379,0.013275987,13.27598706
conint,con_int_win2,43839,335,134896,136943,142473,Skeletonization9,0.663359788,7.58,38.84,,3.934062448,47.20874938,0.003876737,3.876737213,0.006276411,6.276410935
con15,con_15_win2,43839,335,134896,136943,142473,Skeletonization9,0.568273092,7.64,48.89,,2.648930027,31.78716032,0.004545901,4.545900937,0.008355759,8.355759036
grint,gr_int_win2,43839,335,134896,136943,142473,Skeletonization9,0.913740458,6.93,120.3,,21.12310275,253.477233,0.027455796,27.45579644,0.071701476,71.70147583
gr15,gr_15_win2,43839,335,134896,136943,142473,Skeletonization9,0.461779449,7.19,73.26,,5.496380032,65.95656038,0.011242058,11.24205848,0.01687868,16.87868003
conint,con_int_win3,43839,335,134896,136943,142473,Skeletonization9,0.714285714,7.51,41.97,,4.440839089,53.29006906,0.004187429,4.187428571,0.007094857,7.094857143
con15,con_15_win3,43839,335,134896,136943,142473,Skeletonization9,0.618030842,7.62,48.51,,2.136539413,25.63847295,0.003676166,3.676166074,0.008008174,8.008173982
grint,gr_int_win3,43839,335,134896,136943,142473,Skeletonization9,0.762539683,6.27,231.2,,14.96605936,179.5927123,0.044580504,44.5805037,0.123448279,123.4482794
gr15,gr_15_win3,43839,335,134896,136943,142473,Skeletonization9,0.679812834,6.95,170.4,,7.394273932,88.73128718,0.113510553,113.5105526,0.08634238,86.34237968
conint,con_int_win1,43888,384,143611,144936,151104,Skeletonization10,0.82272361,6.64,55.07,,6.906664356,82.87997227,0.0104357,10.43570024,0.008428274,8.428273973
con15,con_15_win1,43888,384,143611,144936,151104,Skeletonization10,0.457494407,7.32,79.02,,1.315826045,15.78991254,0.004407463,4.407463087,0.005849411,5.849410887
grint,gr_int_win1,43888,384,143611,144936,151104,Skeletonization10,0.783368274,6.81,79.02,,13.08731732,157.0478079,0.025656725,25.6567249,0.042895952,42.89595155
gr15,gr_15_win1,43888,384,143611,144936,151104,Skeletonization10,0.427094668,6.9,44.59,,4.497846277,53.97415532,0.006697831,6.697830976,0.014978786,14.97878564
conint,con_int_win2,43888,384,143611,144936,151104,Skeletonization10,0.654666667,7.05,46.31,,2.519782859,30.23739431,0.006442169,6.442168889,0.006826052,6.826051556
con15,con_15_win2,43888,384,143611,144936,151104,Skeletonization10,0.521766562,7.38,39.5,,1.349597925,16.1951751,0.006318375,6.318374763,0.008132321,8.132320505
grint,gr_int_win2,43888,384,143611,144936,151104,Skeletonization10,1.11452514,6.83,96.44,,33.0049682,396.0596184,0.028334637,28.33463687,0.040429721,40.42972067
gr15,gr_15_win2,43888,384,143611,144936,151104,Skeletonization10,0.727591036,7.05,64.16,,7.63124805,91.5749766,0.02903735,29.03735014,0.042144007,42.14400747
conint,con_int_win3,43888,384,143611,144936,151104,Skeletonization10,0.622878693,7.13,42.01,,3.369510367,40.4341244,0.085687995,85.68799497,0.00612799,6.127989943
con15,con_15_win3,43888,384,143611,144936,151104,Skeletonization10,0.631443299,7.41,42.32,,1.976833613,23.72200335,0.006121175,6.121175258,0.007787423,7.78742268
grint,gr_int_win3,43888,384,143611,144936,151104,Skeletonization10,0.838912134,6.15,295.1,,16.94834394,203.3801273,0.476842176,476.8421757,0.161922343,161.9223431
gr15,gr_15_win3,43888,384,143611,144936,151104,Skeletonization10,0.697421981,6.42,291.1,,8.815437268,105.7852472,0.005821026,5.82102578,0.008319631,8.319630936
