Season,Location,Study day,Stage,Name  ,Weight mg,N  percent,C  percent,CN  ratio
spring,grint,117,Advanced8,11_SP2_grint,64.5,1.075,12.634,11.7545
spring,conint,117,Advanced8,11_SP3_conint,87.82,0.779,10.789,13.8582
spring,grint,117,Advanced8,11_SP3_grint,87.39,1.061,14.354,13.5236
spring,conint,132,Advanced9,12_SP1_conint,102.18,0.591,7.789,13.179
spring,grint,132,Advanced9,12_SP1_grint,74.34,1.079,12.17,11.278
spring,conint,132,Advanced9,12_SP2_conint,74.4,0.813,11.974,14.7307
spring,grint,132,Advanced9,12_SP2_grint,73.4,0.977,11.634,11.9109
spring,conint,132,Advanced9,12_SP3_conint,83.02,0.823,11.924,14.4967
spring,grint,132,Advanced9,12_SP3_grint,64.21,1.056,13.391,12.6853
spring,conint,150,Advanced10,13_SP1_conint,72.75,0.657,8.588,13.0744
spring,grint,150,Advanced10,13_SP1_grint,70.32,1.319,15.12,11.4595
spring,conint,150,Advanced10,13_SP2_conint,57.72,0.898,14.122,15.7213
spring,grint,150,Advanced10,13_SP2_grint,71.99,0.909,11.266,12.3895
spring,conint,150,Advanced10,13_SP3_conint,61.4,1.281,15.354,11.9899
spring,grint,150,Advanced10,13_SP3_grint,68.34,1.213,14.932,12.3085
spring,conint,168,Advanced11,14_SP1_conint,96.2,0.614,8.015,13.05
spring,grint,168,Advanced11,14_SP1_grint,60.17,2.361,21.048,8.9167
spring,conint,168,Advanced11,14_SP2_conint,76.25,0.909,14.997,16.4919
spring,grint,168,Advanced11,14_SP2_grint,116.11,1.106,11.889,10.75
spring,conint,168,Advanced11,14_SP3_conint,110.04,0.755,10.636,14.0859
spring,grint,168,Advanced11,14_SP3_grint,110.59,1.023,12.726,12.4394
spring,conint,201,Advanced12,15_SP1_conint,95.69,0.902,13.997,15.5208
spring,grint,201,Advanced12,15_SP1_grint,96.9,1.291,13.933,10.795
spring,conint,201,Advanced12,15_SP2_conint,87.35,0.623,8.631,13.8503
spring,grint,201,Advanced12,15_SP2_grint,118.47,0.99,11.356,11.4682
spring,conint,201,Advanced12,15_SP3_conint,116.5,0.681,9.417,13.8291
spring,grint,201,Advanced12,15_SP3_grint,87.56,1.124,14.226,12.6536
spring,conint,254,Advanced13,16_SP1_conint,103.29,0.602,9.364,15.5428
spring,grint,254,Advanced13,16_SP1_grint,99.72,1.327,13.487,10.1648
spring,conint,254,Advanced13,16_SP2_conint,111.24,0.905,13.3,14.7022
spring,grint,254,Advanced13,16_SP2_grint,103.61,0.882,9.834,11.1482
spring,conint,254,Advanced13,16_SP3_conint,121.74,0.946,14.43,15.2584
spring,grint,254,Advanced13,16_SP3_grint,99.19,0.93,11.445,12.3005
spring,conint,303,Skeletonization1,17_SP1_conint,132.96,0.58,7.844,13.5204
spring,grint,303,Skeletonization1,17_SP1_grint,98.23,0.815,9.508,11.6697
spring,conint,303,Skeletonization1,17_SP2_conint,92.28,0.929,14.202,15.2926
spring,grint,303,Skeletonization1,17_SP2_grint,74.02,0.906,11.031,12.1778
spring,conint,303,Skeletonization1,17_SP3_conint,131.86,0.793,11.737,14.8018
spring,grint,303,Skeletonization1,17_SP3_grint,107.26,1.37,15.304,11.1742
spring,conint,340,Skeletonization2,18_SP1_conint,109.82,0.753,10.551,14.015
spring,grint,340,Skeletonization2,18_SP1_grint,106.9,1.139,13.912,12.2164
spring,conint,340,Skeletonization2,18_SP2_conint,82.73,0.941,15.787,16.7771
spring,grint,340,Skeletonization2,18_SP2_grint,109.81,1.146,12.677,11.0569
spring,conint,340,Skeletonization2,18_SP3_conint,88.7,0.894,13.362,14.9455
spring,grint,340,Skeletonization2,18_SP3_grint,83.33,1.155,13.476,11.6649
spring,conint,357,Skeletonization3,19_SP1_conint,98.68,0.501,7.487,14.9396
spring,grint,357,Skeletonization3,19_SP1_grint,114.22,1.099,12.335,11.2207
spring,conint,357,Skeletonization3,19_SP2_conint,100.48,0.907,13.855,15.2794
spring,grint,357,Skeletonization3,19_SP2_grint,114.85,0.979,10.973,11.2045
spring,conint,357,Skeletonization3,19_SP3_conint,100.43,0.77,10.857,14.1016
spring,grint,357,Skeletonization3,19_SP3_grint,108.97,1.224,14.614,11.9424
spring,conint,376,Skeletonization4,20_SP1_conint,124.6,0.473,10.587,22.3701
spring,grint,376,Skeletonization4,20_SP1_grint,83.51,0.96,11.979,12.4758
spring,conint,376,Skeletonization4,20_SP2_conint,82.95,0.972,15.733,16.1903
spring,grint,376,Skeletonization4,20_SP2_grint,72.27,0.89,11.037,12.398
spring,conint,376,Skeletonization4,20_SP3_conint,129.39,0.991,12.103,12.2132
spring,grint,376,Skeletonization4,20_SP3_grint,91.57,0.811,12.351,15.2306
spring,con15,0,Initial,1_SP1_con15,119.19,0.294,3.844,13.0633
spring,gr15,0,Initial,1_SP1_gr15,140.79,0.464,6.053,13.0549
spring,con15,0,Initial,1_SP2_con15,120.71,0.563,7.472,13.2716
spring,gr15,0,Initial,1_SP2_gr15,94.78,0.294,3.924,13.3537
spring,con15,0,Initial,1_SP3_con15,93.26,0.263,3.676,13.9907
